"training","earnings","age","education","prior_earnings","employment_history","urban","skill","ps","tau_true"
0,108.187664235036,49,17,63.3,29,0,-0.93244890967226,0.664017794577914,4.10838691346617
0,90.6875124193515,27,11,34.9,11,1,0.843105172864021,0.285373721691715,5.88648110212308
0,124.105275925827,18,19,67.3,2,0,-0.186886567927032,0.753487287049845,5.44122198857073
0,100.89297586734,37,16,59.1,18,1,-1.07873994809088,0.184580713655284,5.0552603691244
0,82.4633867761102,32,15,36,15,0,-0.745619287596835,0.101449151863924,5.17426647752179
0,97.377743579085,26,15,46.9,10,1,-0.407210719025316,0.226996838840568,5.29672171998271
1,106.928834069632,52,14,30.9,33,1,-1.55819877669953,0.853080308194331,3.66055178987957
1,77.1909066824598,36,11,22,17,1,-0.221000712888506,0.24000017595711,6.07865978780913
1,136.843192899204,53,19,189.9,34,1,0.0981879491510791,0.98,3.5033949599551
1,98.8831951860617,32,10,27.4,18,0,1.29030175798321,0.338031481172757,6.01026647752179
1,149.058003696783,52,15,74.6,37,1,0.251519396199441,0.98,3.38855178987957
1,130.052162345672,18,17,176.4,0,1,1.58963678747148,0.98,5.10522198857073
1,125.286766337268,49,16,62.7,27,1,-0.651364242628114,0.806022432103428,4.22038691346617
0,81.7624285474636,38,13,22.9,20,0,0.0571104856545978,0.441684332642102,5.41699568988439
1,60.2041199904252,18,10,15.1,7,0,-0.983093085109068,0.0387566798196777,6.48122198857073
1,123.066888547678,40,12,71.7,19,0,2.00242118745031,0.857209734827872,4.80567934733469
1,97.7742464298168,40,17,294.5,17,0,2.38821138687366,0.98,4.84567934733469
0,77.7211563982094,26,11,18.8,12,0,0.433215284302544,0.127906436689821,6.36872171998271
1,111.600402101958,44,13,67.2,24,0,0.656375768199697,0.862218493192063,4.81204962660221
1,140.279266375407,42,14,73.6,20,1,0.9169796383213,0.924191769362265,4.96746628439086
1,144.888714041264,54,15,69.1,38,1,-0.164034865957662,0.98,3.10436844867423
1,127.289116396772,49,16,152.2,26,1,0.41491952407211,0.960339707436847,4.27638691346617
1,94.0777642303833,32,12,37.5,12,0,0.743667764695257,0.245139650136566,5.13826647752179
1,71.4137375227122,38,10,19,20,1,-0.0309033032765362,0.381083408740462,6.01699568988439
1,103.33033945625,55,13,17.9,34,1,-1.52708620513472,0.877917041582685,3.707289434852
1,135.105046085505,31,16,61.4,15,1,0.32866683156891,0.757931697581111,5.21129290310849
0,62.7424921313417,32,11,25.7,12,1,-0.422381322358927,0.101780404245888,6.13826647752179
1,138.341113665642,38,17,135.1,18,1,1.00308674597141,0.970294481866591,5.04099568988439
0,110.40491033227,46,13,46,25,1,-0.170584402458408,0.734096982170054,4.42457145488703
1,82.7174283349509,35,12,28.4,17,1,-0.340195945124869,0.248778179975166,5.49961365145159
0,67.4136399367814,30,10,23.3,13,1,0.149334224989528,0.135133880454615,6.2141868505573
0,80.5325859207668,29,14,65.4,12,0,-0.393772102353754,0.109449995749524,5.23064487834106
0,46.0184574053997,32,14,13.8,13,0,-2.00499178324652,0.02,5.55026647752179
1,66.9032551840516,23,10,27.9,3,1,0.554626051192513,0.201816932201211,6.40420396668599
1,102.604592753297,50,9,12.7,35,1,-0.103099272207389,0.98,4.69457945846835
1,123.077323838206,49,12,34.8,33,0,0.621107251458252,0.98,3.88438691346617
0,56.8872409271385,35,9,9.6,19,0,-0.408140080372466,0.112373306129206,6.09961365145159
0,70.2646905088785,32,12,42.3,8,0,-0.0265224052227033,0.0944665057219096,5.09026647752179
1,93.1532049111101,36,13,41.7,18,0,0.136351034447635,0.349276994486675,5.07465978780913
0,91.1095918620677,30,12,24.3,10,1,0.38706210841695,0.254055676113398,5.5541868505573
0,81.8053323634828,33,12,17.8,12,1,-0.31325306577267,0.143376234663614,5.5192914734903
0,46.9541947407147,30,12,7.7,12,0,-1.48800822395062,0.02,5.5941868505573
0,86.1911024371585,45,12,29.1,22,1,0.113765438919985,0.572268235664669,4.97075328034878
1,115.121940181603,41,12,161.4,23,1,1.93281672618489,0.977458971862973,4.70330985288139
0,46.7554226167725,27,10,12.8,8,1,-1.17756933215373,0.0349654627184919,6.19048110212308
1,99.0149283485591,43,13,64.6,24,0,0.567851855282821,0.847174634774373,4.83333051564472
1,89.6892516892316,41,15,156.3,21,0,0.237145920661124,0.715490111154701,4.95130985288139
1,76.2389038306605,40,14,40.8,20,1,-0.626036984171306,0.404530869343841,4.98567934733469
1,121.872791048544,34,16,44.5,18,1,0.155620185918775,0.721476234734258,5.1304285021965
1,125.88234171396,39,18,171.1,21,0,0.514496682950885,0.921463147214309,4.98334143206928
1,107.054095921318,28,14,66.7,10,1,0.801329224664389,0.680545988739084,5.21625018525816
0,78.986275440628,18,11,32.8,2,0,0.600501448343366,0.283141688566878,6.04122198857073
1,125.285314016264,41,16,70.7,29,1,-0.696821553154156,0.955258260753472,4.75930985288139
1,120.966479857277,32,16,118.8,12,1,0.490197582687815,0.755293080731168,5.13826647752179
1,121.277286174572,33,10,37.8,14,1,1.8960311313203,0.480598566080755,5.5352914734903
1,120.305334926744,46,13,58.5,30,1,0.161721794026971,0.969152117836581,4.20457145488703
0,99.8787199377111,31,14,21.8,16,0,-0.118269904374448,0.235207851992844,5.62729290310849
0,52.949236004572,32,11,12,22,0,-1.07026974765383,0.150654603081918,6.25826647752179
0,68.5671484407069,18,16,23.4,3,1,-1.51487834887344,0.11047509747538,5.90922198857073
1,98.6014055042925,48,13,38,29,1,-0.526778949433791,0.871745113931662,4.15817883764127
0,72.5858992236788,32,13,21.2,16,1,-0.449479619282451,0.216684020358522,5.58626647752179
0,90.0918647035576,22,12,41.7,9,0,0.578858567104114,0.226650967321299,5.43891158717142
1,126.131732779994,44,14,69.3,26,0,0.32237586971997,0.909863982849465,4.74004962660221
0,87.895843603583,35,10,32.1,19,1,1.26094477939451,0.572965128323343,5.49961365145159
0,57.9332485443368,33,14,13.6,9,1,-1.19911132286274,0.0518599913845111,5.4952914734903
1,140.127702619187,27,14,99.4,7,0,1.82723646999941,0.807393545685944,4.95848110212308
0,75.6390630303078,19,13,31.9,0,1,-0.201190423395181,0.430663387361468,5.29961735197886
1,104.831662639082,41,14,62.1,24,0,-0.154406729424432,0.703882204437289,4.87930985288139
0,74.5326020191742,23,13,38.5,6,0,0.16082604605173,0.196085418531262,5.24820396668599
0,78.2567706890307,38,12,29.3,18,1,0.0660993037690005,0.428800485295714,5.44099568988439
0,55.9632719658981,20,14,13.1,1,0,-1.42972344328448,0.0542220640577591,5.75147975370484
0,83.7410641614807,39,15,49.3,18,0,-0.93485104748716,0.12858142386147,5.03134143206928
0,40.3080570228236,18,11,9.3,0,1,-0.889258034148014,0.166195123187455,6.30522198857073
1,128.307038126144,38,13,71.4,19,0,1.52023852249756,0.839862664013685,4.82899568988439
0,68.2369167141524,23,16,33.3,4,1,-1.14059703238219,0.112512063657849,5.45220396668599
1,115.271764625648,23,14,83,6,1,0.933922113232882,0.776363528461751,5.24820396668599
0,77.4457930198574,29,13,25,8,1,0.181315438047535,0.264319695593601,5.53464487834106
1,130.991673360152,41,16,89.6,20,1,0.195744915347295,0.867174943753505,4.97530985288139
1,118.897390547388,35,17,95.9,17,0,0.163682815098641,0.610595570621911,5.09961365145159
1,116.89056647196,46,15,97.2,24,0,0.43670120931682,0.817006649006067,4.46857145488703
0,86.3483298551162,33,12,59.8,10,1,0.589879152095595,0.317874036401474,5.1032914734903
0,116.526105318843,36,15,47.7,20,0,0.202397145947875,0.632066805588027,5.06665978780913
0,111.113150050028,32,11,31.6,13,0,1.65039500030644,0.379401505317572,5.55026647752178
1,87.9846708888295,19,15,28.5,1,0,-0.193125397652247,0.411380007196281,5.76361735197886
0,119.237324063592,30,14,53.4,17,0,0.567984719506613,0.528385823266955,5.2941868505573
0,46.744736251802,18,11,28.8,0,0,-0.573975121525764,0.127718854593629,6.30522198857073
0,102.248716556065,33,15,29.7,18,0,-0.153506841716787,0.356724304967615,5.5672914734903
1,96.7764332560251,37,13,45.3,26,1,0.0175511483645125,0.893529695975259,4.9912603691244
1,105.791463172589,40,13,58.3,19,0,0.747257026382635,0.643233951478943,5.00567934733469
0,68.683652038107,28,11,19.9,12,1,0.357733065055513,0.200205336306587,6.27225018525816
0,105.373156131525,35,17,58.2,19,1,-1.03469579207057,0.246634391782113,5.09961365145159
0,51.4684775301958,30,12,14,11,1,-1.88053285033028,0.02,5.5741868505573
0,75.4199928125093,43,11,22.1,23,1,-0.0694522817180766,0.666853006265531,5.86533051564472
1,87.4906280224982,18,12,35.6,0,1,0.425591197486533,0.571083909735387,5.30522198857073
0,59.1211650719658,28,11,29.2,8,1,-0.176519918184267,0.10680639396658,6.16025018525816
1,103.616538944252,46,14,16,34,1,-1.32630973180796,0.959942250972543,4.42857145488703
0,50.7098054135786,34,9,33.8,18,1,-0.936050338486157,0.113017718645754,5.7304285021965
1,106.344067216193,34,16,105.5,17,1,-0.236960959534523,0.580940093903476,5.1264285021965
0,105.639471849038,36,15,52.4,18,1,-0.224573910238861,0.49385771486521,5.07465978780913
1,105.488103184217,39,11,50.3,21,0,0.996318593527225,0.628883765716588,5.58334143206928
1,94.050129992462,45,13,72.3,26,1,-0.255807763814788,0.835174598832921,4.41075328034878
0,88.2313380640092,36,8,39.2,16,0,1.69177669813645,0.159630460550859,5.48265978780913
1,109.876389202802,47,15,128.1,28,1,-0.405086046788085,0.912889152111588,4.25265216851173
0,61.1500741753413,40,12,12.1,19,0,-1.37457170652644,0.0769009303295577,5.40567934733469
1,103.711119162921,20,10,43.3,0,1,1.79867476517613,0.589468597030229,5.69147975370484
1,119.612274230405,44,13,146.6,26,0,1.56428551103721,0.978758096147542,4.54004962660221
1,121.416639425319,46,15,66.3,28,1,0.216075514093352,0.97167823342124,4.29257145488703
0,50.106565550928,37,8,12.8,21,0,-0.128118893303687,0.179982540555322,6.0312603691244
1,102.374794088708,32,14,18.6,18,1,-0.17146377495368,0.437805108701667,5.61026647752179
1,133.169058150599,42,16,166.1,29,1,0.84662177588715,0.98,4.71546628439086
1,91.2177530835275,44,11,82.2,19,1,0.489823666951465,0.649324281969646,5.59204962660221
1,93.6405670171512,40,14,46.6,22,0,-0.481117730848823,0.43047337593185,4.94567934733469
1,117.337633248583,41,17,59.5,25,1,-0.588483781327426,0.823928717050676,4.85530985288139
0,90.2876745813741,30,15,40.8,11,1,-0.996308683670108,0.0849172713843627,5.1741868505573
0,45.7452079599543,26,8,10.2,4,1,-0.810119384124061,0.0391289388264427,6.38072171998271
0,67.4455695528894,30,9,20.9,12,0,0.628553494266872,0.0693373680610591,6.1941868505573
0,52.0247887795986,30,12,18.6,5,1,-0.410159131446546,0.115381638262319,5.4541868505573
1,127.171926244478,57,13,27.4,36,1,-0.103764162926007,0.98,3.3108603799531
0,50.1267691357859,24,11,12.2,8,1,-0.291791387600141,0.105740706125297,6.30237417762586
1,109.01248392248,42,17,139.9,25,1,-0.510742192309209,0.885731089574827,4.82746628439086
0,81.4748917726296,25,11,32.7,9,0,0.501471736336978,0.123292465975073,5.90227443832449
0,88.2013590030333,26,13,27.6,8,0,0.579435291186693,0.264625086084658,5.62472171998271
0,104.591221030797,29,17,48.8,11,0,-0.476175062436884,0.168982000008814,5.20664487834106
0,56.2882763790468,18,10,16.9,3,1,-0.114046374093208,0.176712346483686,6.50922198857073
1,95.5491845543203,31,13,32.5,17,1,0.252300898189673,0.472496785447041,5.24329290310849
0,42.8058569295979,26,12,13.2,7,0,-1.56722246626239,0.02,5.58872171998271
1,138.073676817644,33,15,143.5,11,0,1.88751440444598,0.900987483679729,4.9112914734903
0,113.743807860829,38,14,136.8,20,0,1.51664644631104,0.91859310248217,4.81699568988439
1,111.608621803646,45,13,56.9,28,1,0.0180424725753072,0.919074403323093,4.33075328034878
1,120.744065095971,36,16,62.3,20,1,-0.128971017856753,0.767121830752904,5.06665978780913
1,119.946042300691,47,14,121.2,35,0,0.974271142623911,0.98,3.91665216851173
1,93.2213009819175,32,10,63.3,10,1,0.978877276556566,0.286516946127393,5.71426647752179
0,117.198905229575,39,17,75.9,19,1,-0.740686316911027,0.472757222868826,5.01534143206928
1,105.792796681699,49,12,24.7,34,0,0.700733851016827,0.98,4.22838691346617
1,89.5171025278056,41,13,27.6,21,1,-0.427690542172366,0.508640820724887,5.35130985288139
0,80.3495357676818,21,12,42.1,4,1,0.286226113523094,0.329838650086193,5.5056269362685
1,122.312483082653,19,16,62.1,0,1,0.507116436805179,0.92735917935598,5.29961735197886
0,90.9885378621393,27,13,43.8,2,0,0.780692940062219,0.399875008354201,5.29848110212308
1,76.5297124816868,36,12,31.7,22,0,-1.45529075561123,0.121322810943533,5.05865978780913
0,101.739753623946,38,14,93.4,25,1,0.205844928534648,0.938912065082334,4.95699568988439
1,90.486026869867,48,11,30.3,33,0,-0.526108069738497,0.948192530431921,4.55017883764127
0,64.5465308242451,34,11,10,19,1,-0.949996936283634,0.164021185854024,6.1344285021965
0,76.0916861771463,33,16,31.3,14,0,-1.3802152374752,0.031845265184122,5.1352914734903
0,96.7900763170789,26,12,29.5,7,1,0.639186327867193,0.323891520002603,5.58872171998271
0,119.990198937064,31,13,46.5,15,0,1.22786297838444,0.582839546729037,5.01129290310849
1,109.253911082215,47,9,43.5,33,1,1.39607501623633,0.98,4.41265216851173
0,72.006190514048,29,11,47.3,7,1,0.722362268436913,0.242200811811696,5.71064487834106
0,117.910440728834,39,17,48.3,24,1,-0.802271108737456,0.680584828734055,4.93534143206928
1,95.6429376857371,45,12,153.1,30,1,0.842086582374179,0.98,4.25075328034878
1,87.5596335166359,34,19,240.7,14,0,0.42311503352791,0.785750655815252,5.1144285021965
1,139.078182531635,45,11,38.8,30,1,1.38052246895329,0.98,4.65075328034878
1,109.017408910008,33,15,95.9,15,1,-0.0285937978033905,0.531785875289974,5.1432914734903
1,102.371931058968,54,9,18.2,35,1,-0.113616058932122,0.98,4.33236844867423
1,92.038411994993,38,13,43.5,16,1,-0.0566636830151396,0.366026455581518,5.06499568988439
1,87.0730036978144,33,15,119.3,19,0,-0.52516268320076,0.258307318923113,5.1752914734903
0,71.5553175608055,33,13,9,13,0,-0.88117432301874,0.0506049542217102,5.5272914734903
1,94.0670359437742,43,13,36.1,27,1,-0.151977409405894,0.914421579249923,4.73733051564472
0,96.0917818325428,22,15,29,3,0,-0.52074151156804,0.174141706399256,5.82691158717142
1,66.9919425412967,31,11,27.8,9,1,0.0419053778904992,0.135806828413897,6.11529290310849
1,64.8147565245005,26,12,33.4,2,1,0.0250350843572532,0.237964833585713,5.30872171998271
0,51.9035891607635,26,12,11.7,7,1,-1.56064672867789,0.0286815561266106,5.58872171998271
1,66.3407543424707,28,10,14.7,13,1,-0.128030093928751,0.106425667370874,6.30025018525816
1,103.88610593851,36,11,29,24,1,0.535182073374907,0.804792199676054,6.05065978780913
0,129.55112245197,54,17,92.7,37,0,-0.387747653910032,0.98,3.18036844867423
1,146.900942102088,41,14,175.6,26,0,2.5,0.98,4.63130985288139
0,85.7995789528535,28,13,31.9,3,0,0.276462120488571,0.218968844786167,5.32025018525816
1,82.2294093640184,18,10,23.1,5,1,1.1922769317193,0.372129637823276,6.34522198857073
1,117.508665204798,37,15,74.9,18,0,0.411066485351103,0.6221385152762,5.0552603691244
0,89.1500136641001,33,15,65.7,16,0,-0.469477835512245,0.178928466247286,5.1512914734903
1,103.187415225322,48,14,74.7,27,0,-0.16488420870349,0.760907768326444,4.26217883764127
0,103.490626248319,34,16,70.3,13,1,-0.318142172376605,0.402339004883952,5.1104285021965
1,123.078059758401,47,14,44.2,26,1,0.236520993274076,0.896444032665006,4.34865216851173
1,98.971027455016,18,14,61,0,0,0.543392655200454,0.685263430287313,5.30522198857073
1,127.502632152268,45,13,121.4,29,1,1.05538489574855,0.98,4.29075328034878
0,102.337459021254,41,14,40.9,18,1,0.299562321753459,0.667596968822944,5.02330985288139
0,85.8656563576251,32,13,49.4,13,1,0.104882347515324,0.294989871454563,5.15026647752179
1,72.661075393932,52,12,24.9,28,0,-1.3959526816667,0.330885863530189,4.40055178987957
0,49.6497120745356,23,11,11.5,1,1,-0.573551003901208,0.130999066440538,6.30820396668599
0,109.899921879918,44,16,70.6,23,0,-0.510952411389035,0.554826134295586,4.84804962660221
1,115.545834781644,49,13,28.1,31,1,-0.411423731508753,0.947376466482127,4.39638691346617
1,145.719542947045,54,16,180.8,35,1,0.705912195677561,0.98,3.33236844867423
1,115.567205073228,41,16,132.1,25,1,0.0614374264754502,0.955109202483939,4.85530985288139
0,69.8744159115011,32,14,14.6,14,1,-1.26986461194289,0.0639163635894541,5.56226647752179
0,73.6734905978592,42,13,36.6,22,0,-0.69532409809051,0.326973121741749,4.91146628439086
0,121.251269182795,33,15,55.1,13,0,0.416332127114041,0.424481559112697,5.1272914734903
1,120.194407935108,38,14,107.3,18,1,1.17922876353201,0.919255014131292,5.04099568988439
0,76.587914756407,26,13,84.2,5,0,0.606801024489231,0.290617668158435,5.11672171998271
1,113.553568714553,52,13,37.6,34,1,-0.420760911419212,0.98,3.59255178987957
0,53.5108795404955,35,9,18.6,16,0,0.0287105735701477,0.0891832450642406,6.09961365145159
0,72.6992129364386,45,13,14.5,25,1,-1.3906317603581,0.326789741145738,4.85075328034878
0,65.3656105621686,30,10,33.2,14,1,0.714459294172526,0.224837256389993,5.8341868505573
0,127.34364603628,38,17,84.5,21,1,-0.0325894494549308,0.871584355799133,5.00499568988439
0,100.042007078128,36,13,64.5,15,1,0.364113872603496,0.549348159645102,5.08665978780913
1,83.3108658545946,44,13,30.3,31,0,-1.06506627217491,0.887728768897667,4.56004962660221
1,142.88837458911,41,13,95.7,29,1,1.6675628541033,0.98,4.55930985288139
0,81.7707920544306,30,12,29.1,7,0,0.318898081481637,0.136645119779434,5.4941868505573
1,136.283291441288,54,12,69.7,39,1,0.448385854594996,0.98,3.02836844867423
1,155.181148367,53,17,128.9,34,1,0.413917632449621,0.98,3.5033949599551
1,139.384472641715,39,15,150.2,24,1,1.27828836238573,0.98,4.73534143206928
1,92.2372797977839,39,13,48.9,23,0,-0.0569955553291427,0.607967282390761,4.95134143206928
1,109.317680745603,27,15,103.8,8,1,0.37445162210064,0.611969005302137,5.19048110212308
1,142.630120921815,48,11,33.9,28,1,1.63521991095344,0.974629291366127,4.61017883764127
0,93.1888222305627,37,13,61.5,20,0,-0.168964325806168,0.355916097580557,5.0392603691244
1,123.212532121179,43,15,38.4,23,1,-0.28817115590875,0.762369584167243,4.86533051564472
0,40.2702333484988,25,8,14,6,0,-0.317245465994998,0.0242669716826962,6.18227443832449
1,118.807527974652,44,13,57.2,26,0,0.871735108882681,0.944070591450088,4.74004962660221
0,65.2849997961767,35,11,49.6,12,1,0.264695564079261,0.210684516665487,5.69961365145159
0,54.635241288547,28,11,10.7,12,1,-1.61507343183692,0.0286866144958509,6.27225018525816
1,146.483885476744,30,16,53,15,1,0.735437249974016,0.834817880164914,5.2541868505573
1,110.415994509673,39,14,25.6,21,0,-0.228171083016386,0.461428427189665,5.38334143206928
1,113.010108967465,37,14,73.5,18,0,0.568548893730172,0.601206361647904,5.0552603691244
1,104.702959984853,38,12,45.3,20,1,0.447059794713792,0.65380413843175,5.01699568988439
0,78.3266845762756,21,10,42,5,0,1.01420656988249,0.163554457835052,5.8616269362685
0,87.4336206732526,25,12,37.8,8,1,0.506130509492312,0.29446908870922,5.26227443832449
0,68.5882472438115,35,14,33.3,17,0,-1.48595661623376,0.0397486093026546,5.09961365145159
0,111.462795333325,31,16,62.3,16,1,-0.207152083853521,0.554713906388252,5.22729290310849
0,77.5824315795366,41,15,10.5,27,1,-2.5,0.185384830223364,5.20730985288139
0,37.1740337382296,36,9,2.8,19,0,-2.13551215714175,0.0374332229254017,6.07065978780913
1,73.0684129479041,41,11,16.9,25,0,-0.582512152229914,0.52173542127386,5.85530985288139
